test_ids,Category,Sub_category
2015_6_10736_1001,3,18
2015_6_10737_1001,3,18
2015_6_10738_1001,2,16
2015_6_10739_1001,2,16
2015_6_1074_1001,1,19
2015_6_10740_1001,2,16
2015_6_10741_1001,3,11
2015_6_10742_1001,2,16
2015_6_10743_1001,4,13
2015_6_10744_1001,0,14
2015_6_10745_1001,3,18
2015_6_10748_1001,3,11
2015_6_10749_1001,2,16
2015_6_10750_1001,3,18
2015_6_10751_1001,0,10
2015_6_10753_1001,3,18
2015_6_10754_1001,3,18
2015_6_10756_1001,1,19
2015_6_10759_1001,2,16
2015_6_1076_1001,1,19
2015_6_10761_1001,1,8
2015_6_10763_1001,2,15
2015_6_10765_1001,2,15
2015_6_10766_1001,2,15
2015_6_10767_1001,4,13
2015_6_10768_1001,3,18
2015_6_10769_1001,0,10
2015_6_1077_1001,2,15
2015_6_10770_1001,0,14
2015_6_10771_1001,2,16
2015_6_10772_1001,1,19
2015_6_10773_1001,4,13
2015_6_10775_1001,0,10
2015_6_10777_1001,3,18
2015_6_10778_1001,3,18
2015_6_10779_1001,3,18
2015_6_1078_1001,3,18
2015_6_10780_1001,0,14
2015_6_10781_1001,4,17
2015_6_10782_1001,3,11
2015_6_10783_1001,2,16
2015_6_10785_1001,2,16
2015_6_10786_1001,2,16
2015_6_10787_1001,3,18
2015_6_10788_1001,3,18
2015_6_10789_1001,3,18
2015_6_1079_1001,4,17
2015_6_10790_1001,3,18
2015_6_10791_1001,3,18
2015_6_10792_1001,3,18
2015_6_10793_1001,3,18
2015_6_10794_1001,3,18
2015_6_10795_1001,3,18
2015_6_10796_1001,3,18
2015_6_10797_1001,4,13
2015_6_10798_1001,3,4
2015_6_10799_1001,3,18
2015_6_108_1001,3,18
2015_6_10800_1001,3,18
2015_6_10801_1001,3,18
2015_6_10802_1001,2,16
2015_6_10803_1001,2,16
2015_6_10804_1001,3,18
2015_6_10805_1001,0,10
2015_6_10806_1001,3,18
2015_6_10807_1001,3,18
2015_6_10808_1001,3,11
2015_6_10809_1001,2,15
2015_6_1081_1001,4,17
2015_6_10810_1001,1,19
2015_6_10811_1001,0,14
2015_6_10813_1001,4,17
2015_6_10815_1001,0,14
2015_6_10816_1001,3,18
2015_6_10817_1001,0,14
2015_6_10818_1001,1,19
2015_6_10819_1001,3,18
2015_6_1082_1001,4,17
2015_6_10820_1001,1,19
2015_6_10821_1001,3,6
2015_6_10822_1001,3,18
2015_6_10823_1001,3,18
2015_6_10825_1001,3,18
2015_6_10826_1001,3,5
2015_6_10827_1001,2,16
2015_6_10830_1001,0,14
2015_6_10831_1001,3,18
2015_6_10832_1001,3,18
2015_6_10835_1001,2,16
2015_6_10836_1001,3,18
2015_6_10837_1001,1,19
2015_6_10838_1001,4,17
2015_6_1084_1001,4,17
2015_6_10841_1001,3,18
2015_6_10843_1001,0,14
2015_6_10844_1001,0,14
2015_6_10845_1001,1,19
2015_6_10847_1001,0,14
2015_6_10848_1001,3,18
2015_6_10849_1001,3,18
2015_6_10850_1001,3,6
2015_6_10853_1001,3,18
2015_6_10854_1001,3,18
2015_6_10855_1001,0,14
2015_6_10857_1001,3,11
2015_6_10858_1001,1,19
2015_6_1086_1001,4,17
2015_6_10861_1001,4,13
2015_6_10863_1001,1,19
2015_6_10864_1001,0,10
2015_6_10865_1001,4,9
2015_6_10867_1001,3,18
2015_6_10868_1001,3,18
2015_6_10869_1001,3,18
2015_6_10870_1001,2,16
2015_6_10872_1001,1,19
2015_6_10873_1001,4,13
2015_6_10874_1001,3,18
2015_6_10875_1001,1,19
2015_6_10876_1001,3,18
2015_6_10877_1001,2,16
2015_6_10878_1001,3,18
2015_6_10879_1001,3,18
2015_6_10880_1001,3,18
2015_6_10881_1001,4,12
2015_6_10883_1001,4,9
2015_6_10884_1001,3,18
2015_6_10885_1001,3,18
2015_6_10886_1001,3,18
2015_6_10887_1001,3,5
2015_6_10889_1001,3,18
2015_6_1089_1001,4,17
2015_6_10890_1001,0,14
2015_6_10891_1001,0,14
2015_6_10892_1001,0,14
2015_6_10896_1001,3,18
2015_6_10897_1001,3,18
2015_6_10898_1001,3,18
2015_6_10899_1001,1,19
2015_6_109_1001,4,17
2015_6_10901_1001,1,19
2015_6_10902_1001,0,14
2015_6_10903_1001,0,10
2015_6_10904_1001,2,15
2015_6_10905_1001,0,10
2015_6_10906_1001,1,19
2015_6_10908_1001,1,19
2015_6_10909_1001,3,5
2015_6_1091_1001,4,17
2015_6_10910_1001,2,16
2015_6_10911_1001,2,16
2015_6_10912_1001,2,16
2015_6_10914_1001,3,18
2015_6_10915_1001,3,18
2015_6_10916_1001,0,10
2015_6_10917_1001,3,18
2015_6_10918_1001,4,13
2015_6_10919_1001,0,10
2015_6_1092_1001,4,17
2015_6_10920_1001,3,18
2015_6_10921_1001,3,4
2015_6_10924_1001,3,18
2015_6_10925_1001,2,16
2015_6_10926_1001,2,16
2015_6_10927_1001,3,6
2015_6_10928_1001,2,16
2015_6_1093_1001,2,15
2015_6_10930_1001,3,5
2015_6_10931_1001,3,11
2015_6_10932_1001,3,18
2015_6_10934_1001,2,16
2015_6_10936_1001,2,16
2015_6_10937_1001,3,18
2015_6_10938_1001,3,6
2015_6_10939_1001,2,16
2015_6_1094_1001,2,16
2015_6_10940_1001,2,16
2015_6_10941_1001,3,18
2015_6_10944_1001,3,18
2015_6_10945_1001,4,13
2015_6_10946_1001,0,14
2015_6_10947_1001,3,18
2015_6_10948_1001,3,18
2015_6_10949_1001,3,18
2015_6_1095_1001,4,17
2015_6_10950_1001,3,18
2015_6_10951_1001,3,18
2015_6_10952_1001,3,18
2015_6_10953_1001,3,18
2015_6_10954_1001,2,16
2015_6_10955_1001,3,18
2015_6_10956_1001,1,19
2015_6_10958_1001,2,16
2015_6_10959_1001,3,18
2015_6_10960_1001,2,7
2015_6_10961_1001,2,16
2015_6_10962_1001,3,18
2015_6_10963_1001,0,14
2015_6_10964_1001,2,15
2015_6_10965_1001,2,2
2015_6_10967_1001,2,7
2015_6_10968_1001,3,18
2015_6_10969_1001,3,18
2015_6_10970_1001,3,18
2015_6_10971_1001,4,9
2015_6_10973_1001,1,19
2015_6_10975_1001,4,12
2015_6_10976_1001,2,16
2015_6_10977_1001,3,18
2015_6_10978_1001,3,18
2015_6_10979_1001,4,17
2015_6_1098_1001,4,13
2015_6_10980_1001,2,16
2015_6_10981_1001,1,19
2015_6_10983_1001,2,16
2015_6_10984_1001,2,15
2015_6_10985_1001,2,16
2015_6_10986_1001,3,18
2015_6_10987_1001,3,18
2015_6_10989_1001,3,18
2015_6_1099_1001,2,16
2015_6_10990_1001,0,14
2015_6_10991_1001,4,13
2015_6_10992_1001,3,18
2015_6_10993_1001,3,18
2015_6_10994_1001,2,15
2015_6_10995_1001,2,15
2015_6_10997_1001,2,15
2015_6_10998_1001,3,18
2015_6_10999_1001,3,18
2015_6_110_1001,3,18
2015_6_1100_1001,2,15
2015_6_11000_1001,3,18
2015_6_11002_1001,3,4
2015_6_11003_1001,3,18
2015_6_11004_1001,3,18
2015_6_11005_1001,0,14
2015_6_11007_1001,3,18
2015_6_11008_1001,2,15
2015_6_11009_1001,3,18
2015_6_1101_1001,1,19
2015_6_11013_1001,3,18
2015_6_11014_1001,4,13
2015_6_11015_1001,3,18
2015_6_11016_1001,3,18
2015_6_11017_1001,3,18
2015_6_11018_1001,3,18
2015_6_11019_1001,1,19
2015_6_1102_1001,4,17
2015_6_11020_1001,0,5
2015_6_11021_1001,1,19
2015_6_11022_1001,3,18
2015_6_11023_1001,3,18
2015_6_11024_1001,3,18
2015_6_11025_1001,3,4
2015_6_11028_1001,0,10
2015_6_11029_1001,0,10
2015_6_1103_1001,3,18
2015_6_11030_1001,3,18
2015_6_11031_1001,3,18
2015_6_11032_1001,3,18
2015_6_11034_1001,2,2
2015_6_11035_1001,0,14
2015_6_11036_1001,3,18
2015_6_11038_1001,3,11
2015_6_11039_1001,3,11
2015_6_11040_1001,1,19
2015_6_11041_1001,3,5
2015_6_11042_1001,3,18
2015_6_11043_1001,1,19
2015_6_11045_1001,3,18
2015_6_11047_1001,3,18
2015_6_11048_1001,3,18
2015_6_11050_1001,3,4
2015_6_11051_1001,3,18
2015_6_11052_1001,0,14
2015_6_11053_1001,3,18
2015_6_11054_1001,3,18
2015_6_11055_1001,3,18
2015_6_11056_1001,3,18
2015_6_11058_1001,2,16
2015_6_11059_1001,1,19
2015_6_11061_1001,3,18
2015_6_11062_1001,3,18
2015_6_11063_1001,2,7
2015_6_11064_1001,2,16
2015_6_11065_1001,4,17
2015_6_11066_1001,3,18
2015_6_11069_1001,0,14
2015_6_11070_1001,3,18
2015_6_11071_1001,2,16
2015_6_11072_1001,1,19
2015_6_11073_1001,3,18
2015_6_11076_1001,2,16
2015_6_11077_1001,0,5
2015_6_11078_1001,1,19
2015_6_1108_1001,2,15
2015_6_11080_1001,2,16
2015_6_11085_1001,3,18
2015_6_11086_1001,3,18
2015_6_11087_1001,3,18
2015_6_11088_1001,3,18
2015_6_11089_1001,3,18
2015_6_11090_1001,3,18
2015_6_11091_1001,3,18
2015_6_11092_1001,3,18
2015_6_11093_1001,3,18
2015_6_11094_1001,3,18
2015_6_11095_1001,3,18
2015_6_11096_1001,0,14
2015_6_11097_1001,0,14
2015_6_11098_1001,3,18
2015_6_111_1001,2,15
2015_6_1110_1001,4,17
2015_6_11100_1001,3,5
2015_6_11102_1001,0,10
2015_6_11103_1001,3,18
2015_6_11104_1001,3,18
2015_6_11105_1001,3,18
2015_6_11106_1001,3,18
2015_6_11107_1001,3,18
2015_6_11108_1001,4,9
2015_6_11109_1001,2,2
2015_6_11110_1001,3,18
2015_6_11111_1001,3,18
2015_6_11112_1001,3,18
2015_6_11113_1001,2,16
2015_6_11114_1001,3,18
2015_6_11115_1001,3,18
2015_6_11116_1001,3,18
2015_6_11117_1001,4,17
2015_6_11119_1001,3,18
2015_6_1112_1001,4,17
2015_6_11120_1001,3,18
2015_6_11121_1001,3,18
2015_6_11122_1001,2,16
2015_6_11123_1001,3,18
2015_6_11124_1001,2,7
2015_6_11125_1001,3,18
2015_6_11126_1001,3,18
2015_6_11127_1001,3,18
2015_6_11128_1001,3,18
2015_6_11129_1001,2,1
2015_6_11130_1001,4,13
2015_6_11131_1001,1,19
2015_6_11132_1001,2,16
2015_6_11133_1001,0,14
2015_6_11134_1001,2,7
2015_6_11136_1001,0,14
2015_6_11137_1001,2,16
2015_6_11138_1001,2,16
2015_6_11139_1001,3,18
2015_6_1114_1001,1,8
2015_6_11142_1001,1,19
2015_6_11145_1001,3,18
2015_6_11146_1001,2,7
2015_6_11147_1001,3,18
2015_6_11148_1001,3,18
2015_6_11149_1001,3,18
2015_6_1115_1001,2,16
2015_6_11150_1001,3,18
2015_6_11151_1001,4,17
2015_6_11153_1001,3,18
2015_6_11154_1001,3,18
2015_6_11155_1001,3,18
2015_6_11157_1001,2,16
2015_6_11158_1001,3,18
2015_6_11159_1001,3,18
2015_6_1116_1001,1,19
2015_6_11160_1001,2,15
2015_6_11161_1001,2,15
2015_6_11162_1001,3,18
2015_6_11163_1001,1,19
2015_6_11164_1001,3,18
2015_6_11166_1001,2,16
2015_6_11168_1001,0,14
2015_6_1117_1001,4,12
2015_6_11170_1001,3,18
2015_6_11171_1001,3,18
2015_6_11172_1001,3,18
2015_6_11173_1001,3,18
2015_6_11174_1001,0,14
2015_6_11175_1001,3,18
2015_6_11177_1001,0,10
2015_6_11178_1001,3,5
2015_6_11179_1001,1,19
2015_6_1118_1001,4,17
2015_6_11180_1001,2,16
2015_6_11181_1001,3,18
2015_6_11184_1001,3,18
2015_6_11185_1001,2,16
2015_6_11186_1001,4,13
2015_6_11188_1001,0,10
2015_6_11189_1001,3,18
2015_6_11190_1001,3,4
2015_6_11191_1001,3,18
2015_6_11193_1001,3,18
2015_6_11194_1001,2,16
2015_6_11195_1001,3,18
2015_6_112_1001,4,17
2015_6_1120_1001,3,5
2015_6_11202_1001,3,4
2015_6_11203_1001,3,18
2015_6_11204_1001,3,18
2015_6_11205_1001,2,16
2015_6_11206_1001,3,18
2015_6_11207_1001,1,19
2015_6_11208_1001,0,14
2015_6_11209_1001,0,14
2015_6_11210_1001,3,11
2015_6_11211_1001,0,14
2015_6_11212_1001,0,10
2015_6_11214_1001,2,16
2015_6_11215_1001,0,14
2015_6_11216_1001,3,18
2015_6_11217_1001,3,18
2015_6_11218_1001,3,18
2015_6_11219_1001,3,18
2015_6_1122_1001,3,18
2015_6_11220_1001,0,14
2015_6_11221_1001,3,18
2015_6_11222_1001,3,18
2015_6_11223_1001,0,14
2015_6_11225_1001,2,16
2015_6_11226_1001,3,18
2015_6_11227_1001,3,18
2015_6_11228_1001,3,18
2015_6_11229_1001,3,18
2015_6_1123_1001,1,19
2015_6_11230_1001,3,18
2015_6_11231_1001,2,16
2015_6_11232_1001,2,15
2015_6_11233_1001,3,18
2015_6_11234_1001,3,18
2015_6_11235_1001,3,18
2015_6_11236_1001,3,18
2015_6_11237_1001,3,18
2015_6_11238_1001,1,19
2015_6_11240_1001,1,19
2015_6_11241_1001,3,18
2015_6_11242_1001,2,7
2015_6_11243_1001,3,18
2015_6_11246_1001,3,18
2015_6_11247_1001,1,19
2015_6_11249_1001,0,10
2015_6_1125_1001,4,12
2015_6_11250_1001,2,16
2015_6_11251_1001,3,18
2015_6_11252_1001,3,18
2015_6_11253_1001,3,18
2015_6_11254_1001,2,16
2015_6_11255_1001,4,17
2015_6_11257_1001,1,19
2015_6_11258_1001,3,18
2015_6_11259_1001,2,16
2015_6_1126_1001,4,17
2015_6_11261_1001,3,18
2015_6_11262_1001,2,15
2015_6_11263_1001,2,16
2015_6_11264_1001,2,16
2015_6_11265_1001,3,18
2015_6_11266_1001,2,16
2015_6_11267_1001,0,10
2015_6_11268_1001,3,18
2015_6_11269_1001,3,18
2015_6_11270_1001,0,10
2015_6_11274_1001,3,18
2015_6_11275_1001,3,18
2015_6_11276_1001,2,15
2015_6_11277_1001,3,18
2015_6_11278_1001,3,18
2015_6_11279_1001,0,14
2015_6_1128_1001,4,17
2015_6_11280_1001,0,14
2015_6_11282_1001,3,18
2015_6_11283_1001,3,18
2015_6_11284_1001,3,18
2015_6_11285_1001,0,5
2015_6_11287_1001,4,9
2015_6_11289_1001,0,10
2015_6_1129_1001,4,17
2015_6_11290_1001,1,19
2015_6_11291_1001,3,18
2015_6_11292_1001,3,18
2015_6_11294_1001,3,18
2015_6_11295_1001,3,18
2015_6_11296_1001,3,18
2015_6_11297_1001,2,15
2015_6_11298_1001,3,18
2015_6_11299_1001,2,15
2015_6_113_1001,3,11
2015_6_1130_1001,1,19
2015_6_11300_1001,3,18
2015_6_11301_1001,4,12
2015_6_11302_1001,3,18
2015_6_11303_1001,1,8
2015_6_11304_1001,2,16
2015_6_11305_1001,3,18
2015_6_11306_1001,3,18
2015_6_11307_1001,0,14
2015_6_11308_1001,3,18
2015_6_11309_1001,3,11
2015_6_1131_1001,4,17
2015_6_11312_1001,3,18
2015_6_11313_1001,3,18
2015_6_11314_1001,3,18
2015_6_11315_1001,3,18
2015_6_11316_1001,3,18
2015_6_11317_1001,1,19
2015_6_11319_1001,2,16
2015_6_1132_1001,3,4
2015_6_11320_1001,3,18
2015_6_11321_1001,3,18
2015_6_11322_1001,4,13
2015_6_11323_1001,2,16
2015_6_11324_1001,3,18
2015_6_11325_1001,0,14
2015_6_11326_1001,3,18
2015_6_11329_1001,3,18
2015_6_1133_1001,3,18
2015_6_11331_1001,3,18
2015_6_11332_1001,3,18
2015_6_11333_1001,2,16
2015_6_11334_1001,3,18
2015_6_11335_1001,2,16
2015_6_11337_1001,3,18
2015_6_1134_1001,1,19
2015_6_11340_1001,3,18
2015_6_11341_1001,3,6
2015_6_11342_1001,2,16
2015_6_11343_1001,3,18
2015_6_11344_1001,3,18
2015_6_11345_1001,3,18
2015_6_11346_1001,3,18
2015_6_11347_1001,3,18
2015_6_11348_1001,3,18
2015_6_11349_1001,3,18
2015_6_11350_1001,2,16
2015_6_11351_1001,2,16
2015_6_11352_1001,3,18
2015_6_11353_1001,3,18
2015_6_11354_1001,3,18
2015_6_11355_1001,3,18
2015_6_11356_1001,3,18
2015_6_11357_1001,3,18
2015_6_11358_1001,3,18
2015_6_1136_1001,2,16
2015_6_11362_1001,2,16
2015_6_11363_1001,3,18
2015_6_11364_1001,3,18
2015_6_11365_1001,3,18
2015_6_11367_1001,3,18
2015_6_11368_1001,3,18
2015_6_11369_1001,4,13
2015_6_1137_1001,0,10
2015_6_11370_1001,3,18
2015_6_11371_1001,3,18
2015_6_11372_1001,3,18
2015_6_11374_1001,3,18
2015_6_11375_1001,3,18
2015_6_11376_1001,3,18
2015_6_11378_1001,3,18
2015_6_11379_1001,3,18
2015_6_1138_1001,0,10
2015_6_11380_1001,3,18
2015_6_11381_1001,3,18
2015_6_11383_1001,3,18
2015_6_11384_1001,3,18
2015_6_1139_1001,4,17
2015_6_114_1001,4,17
2015_6_1141_1001,4,17
2015_6_1142_1001,4,17
2015_6_1144_1001,4,17
2015_6_1145_1001,3,18
2015_6_1147_1001,2,16
2015_6_1148_1001,3,18
2015_6_1149_1001,3,6
2015_6_1150_1001,1,19
2015_6_1152_1001,0,10
2015_6_1153_1001,4,17
2015_6_1154_1001,1,19
2015_6_1157_1001,3,18
2015_6_1158_1001,1,19
2015_6_1159_1001,4,17
2015_6_116_1001,0,14
2015_6_1160_1001,4,12
2015_6_1161_1001,4,12
2015_6_1162_1001,4,17
2015_6_1164_1001,2,16
2015_6_1165_1001,3,18
2015_6_1166_1001,4,12
2015_6_1168_1001,1,19
2015_6_1169_1001,4,17
2015_6_117_1001,4,17
2015_6_1170_1001,4,17
2015_6_1171_1001,2,16
2015_6_1172_1001,1,19
2015_6_1174_1001,2,15
2015_6_1175_1001,3,18
2015_6_1176_1001,4,17
2015_6_1178_1001,4,17
2015_6_1179_1001,4,17
2015_6_1181_1001,1,19
2015_6_1182_1001,2,15
2015_6_1183_1001,3,18
2015_6_1184_1001,1,19
2015_6_1185_1001,2,16
2015_6_1186_1001,2,15
2015_6_1187_1001,4,17
2015_6_1188_1001,0,10
2015_6_119_1001,3,18
2015_6_1190_1001,4,17
2015_6_1194_1001,0,14
2015_6_1196_1001,4,17
2015_6_1198_1001,2,16
2015_6_1199_1001,1,19
2015_6_12_1001,4,17
2015_6_120_1001,1,19
2015_6_1201_1001,4,17
2015_6_1202_1001,4,17
2015_6_1203_1001,1,19
2015_6_1205_1001,4,17
2015_6_1207_1001,4,17
2015_6_1208_1001,4,17
2015_6_1209_1001,1,19
2015_6_1211_1001,2,7
2015_6_1212_1001,2,7
2015_6_1213_1001,2,15
2015_6_1214_1001,4,17
2015_6_1216_1001,2,16
2015_6_1217_1001,1,19
2015_6_1218_1001,4,17
2015_6_1219_1001,3,18
2015_6_122_1001,3,18
2015_6_1221_1001,2,15
2015_6_1222_1001,4,17
2015_6_1223_1001,4,12
2015_6_1228_1001,1,19
2015_6_1229_1001,0,14
2015_6_1230_1001,1,19
2015_6_1231_1001,4,17
2015_6_1234_1001,2,7
2015_6_1235_1001,3,18
2015_6_1236_1001,3,18
2015_6_1237_1001,4,17
2015_6_1238_1001,1,19
2015_6_1239_1001,1,19
2015_6_124_1001,2,15
2015_6_1241_1001,2,16
2015_6_1242_1001,2,16
2015_6_1243_1001,3,18
2015_6_1245_1001,3,18
2015_6_1246_1001,3,18
2015_6_1247_1001,3,4
2015_6_1249_1001,4,17
2015_6_125_1001,1,19
2015_6_1250_1001,4,17
2015_6_1251_1001,3,18
2015_6_1252_1001,4,12
2015_6_1253_1001,4,17
2015_6_1255_1001,1,19
2015_6_1256_1001,4,17
2015_6_1257_1001,4,17
2015_6_1258_1001,4,17
2015_6_1259_1001,2,15
2015_6_1260_1001,2,7
2015_6_1261_1001,4,17
2015_6_1263_1001,4,12
2015_6_1264_1001,4,17
2015_6_1265_1001,4,17
2015_6_1266_1001,2,16
2015_6_1267_1001,4,17
2015_6_1268_1001,4,13
2015_6_1269_1001,4,17
2015_6_127_1001,4,12
2015_6_1271_1001,3,4
2015_6_1272_1001,2,16
2015_6_1274_1001,4,17
2015_6_1275_1001,3,18
2015_6_1277_1001,4,17
2015_6_1278_1001,4,17
2015_6_128_1001,1,19
2015_6_1280_1001,3,11
2015_6_1281_1001,2,16
2015_6_1282_1001,4,17
2015_6_1284_1001,4,17
2015_6_1285_1001,1,19
2015_6_1286_1001,3,18
2015_6_1287_1001,4,17
2015_6_1289_1001,3,18
2015_6_1290_1001,1,19
2015_6_1291_1001,4,17
2015_6_1292_1001,2,16
2015_6_1293_1001,3,4
2015_6_1295_1001,1,19
2015_6_1297_1001,1,19
2015_6_1298_1001,4,12
2015_6_13_1001,4,17
2015_6_1300_1001,1,19
2015_6_1301_1001,1,19
2015_6_1302_1001,1,19
2015_6_1303_1001,3,18
2015_6_1304_1001,4,17
2015_6_1305_1001,1,19
2015_6_1307_1001,1,19
2015_6_1309_1001,4,17
2015_6_131_1001,0,10
2015_6_1310_1001,2,16
2015_6_1312_1001,4,17
2015_6_1313_1001,4,17
2015_6_1316_1001,4,17
2015_6_1317_1001,4,17
2015_6_1319_1001,3,4
2015_6_132_1001,0,10
2015_6_1321_1001,3,18
2015_6_1322_1001,4,13
2015_6_1323_1001,1,19
2015_6_1325_1001,4,17
2015_6_1328_1001,4,17
2015_6_1329_1001,2,16
2015_6_1330_1001,3,6
2015_6_1331_1001,2,16
2015_6_1332_1001,3,5
2015_6_1333_1001,3,11
2015_6_1334_1001,3,18
2015_6_1335_1001,4,17
2015_6_1336_1001,2,16
2015_6_1337_1001,1,19
2015_6_1339_1001,3,5
2015_6_134_1001,1,19
2015_6_1340_1001,4,17
2015_6_1341_1001,4,17
2015_6_1342_1001,4,17
2015_6_1345_1001,4,13
2015_6_1346_1001,2,16
2015_6_1349_1001,4,17
2015_6_135_1001,1,19
2015_6_1351_1001,4,17
2015_6_1352_1001,4,12
2015_6_1353_1001,4,17
2015_6_1355_1001,2,15
2015_6_1356_1001,4,17
2015_6_1358_1001,1,19
2015_6_1359_1001,2,15
2015_6_1361_1001,3,18
2015_6_1362_1001,4,17
2015_6_1363_1001,3,18
2015_6_1364_1001,3,18
2015_6_1366_1001,4,17
2015_6_1368_1001,4,17
2015_6_1369_1001,4,17
2015_6_137_1001,1,19
2015_6_1371_1001,1,19
2015_6_1372_1001,4,17
2015_6_1373_1001,3,18
2015_6_1374_1001,3,18
2015_6_1375_1001,1,19
2015_6_1377_1001,3,18
2015_6_1378_1001,3,4
2015_6_1379_1001,4,17
2015_6_138_1001,3,18
2015_6_1382_1001,4,17
2015_6_1384_1001,2,16
2015_6_1385_1001,4,12
2015_6_1386_1001,0,5
2015_6_1387_1001,2,16
2015_6_1388_1001,2,16
2015_6_1389_1001,3,6
2015_6_139_1001,4,13
2015_6_1390_1001,2,16
2015_6_1391_1001,3,5
2015_6_1392_1001,2,16
2015_6_1393_1001,4,13
2015_6_1394_1001,2,15
2015_6_1395_1001,3,18
2015_6_1396_1001,3,18
2015_6_1397_1001,3,18
2015_6_1398_1001,3,18
2015_6_1399_1001,2,16
2015_6_14_1001,3,18
2015_6_140_1001,1,19
2015_6_1400_1001,3,18
2015_6_1401_1001,4,9
2015_6_1402_1001,4,13
2015_6_1403_1001,3,18
2015_6_1405_1001,3,6
2015_6_1406_1001,3,18
2015_6_1407_1001,3,18
2015_6_1409_1001,3,18
2015_6_1410_1001,2,16
2015_6_1411_1001,4,17
2015_6_1412_1001,2,15
2015_6_1413_1001,2,16
2015_6_1414_1001,3,18
2015_6_1415_1001,4,17
2015_6_1416_1001,1,8
2015_6_1417_1001,4,9
2015_6_1418_1001,4,17
2015_6_1419_1001,1,19
2015_6_142_1001,3,18
2015_6_1421_1001,0,14
2015_6_1422_1001,1,19
2015_6_1423_1001,3,18
2015_6_1424_1001,4,17
2015_6_1425_1001,4,17
2015_6_1426_1001,4,17
2015_6_1427_1001,3,18
2015_6_143_1001,3,18
2015_6_1430_1001,4,17
2015_6_1431_1001,4,17
2015_6_1433_1001,4,17
2015_6_1435_1001,2,16
2015_6_1436_1001,4,9
2015_6_1437_1001,2,15
2015_6_1438_1001,2,15
2015_6_1439_1001,1,19
2015_6_144_1001,3,18
2015_6_1440_1001,2,15
2015_6_1441_1001,4,17
2015_6_1443_1001,3,18
2015_6_1445_1001,2,7
2015_6_1446_1001,0,10
2015_6_1447_1001,1,19
2015_6_1449_1001,3,18
2015_6_1450_1001,3,18
2015_6_1451_1001,4,17
2015_6_1453_1001,2,15
2015_6_1454_1001,2,15
2015_6_1456_1001,1,19
2015_6_1457_1001,1,19
2015_6_146_1001,3,18
2015_6_1462_1001,2,7
2015_6_1463_1001,2,1
2015_6_1464_1001,4,9
2015_6_1466_1001,1,19
2015_6_1467_1001,1,19
2015_6_1471_1001,2,16
2015_6_1472_1001,4,17
2015_6_1473_1001,4,13
2015_6_1475_1001,2,16
2015_6_1476_1001,3,18
2015_6_1477_1001,4,17
2015_6_1478_1001,4,12
2015_6_1479_1001,3,18
2015_6_148_1001,1,19
2015_6_1480_1001,4,13
2015_6_1481_1001,4,17
2015_6_1482_1001,4,17
2015_6_1483_1001,4,17
2015_6_1486_1001,3,18
2015_6_1487_1001,4,17
2015_6_149_1001,0,10
2015_6_1490_1001,2,16
2015_6_1491_1001,2,7
2015_6_1492_1001,2,16
2015_6_1493_1001,4,17
2015_6_1495_1001,3,18
2015_6_1496_1001,1,19
2015_6_1497_1001,3,11
2015_6_1498_1001,3,11
2015_6_1499_1001,1,19
2015_6_15_1001,1,19
2015_6_150_1001,3,18
2015_6_1501_1001,0,10
2015_6_1502_1001,1,19
2015_6_1504_1001,3,18
2015_6_1506_1001,2,15
2015_6_1508_1001,4,17
2015_6_1509_1001,4,17
2015_6_151_1001,1,19
2015_6_1511_1001,4,9
2015_6_1512_1001,4,17
2015_6_1513_1001,4,17
2015_6_1515_1001,2,7
2015_6_1517_1001,1,19
2015_6_1519_1001,4,9
2015_6_1520_1001,3,18
2015_6_1521_1001,3,18
2015_6_1522_1001,4,17
2015_6_1523_1001,4,17
2015_6_1525_1001,3,18
2015_6_1526_1001,2,7
2015_6_1527_1001,3,18
2015_6_1528_1001,4,17
2015_6_153_1001,4,17
2015_6_1530_1001,4,17
2015_6_1531_1001,2,7
2015_6_1532_1001,4,17
2015_6_1534_1001,2,15
2015_6_1535_1001,0,10
2015_6_1536_1001,1,19
2015_6_1538_1001,0,10
2015_6_1539_1001,4,17
2015_6_154_1001,1,19
2015_6_1540_1001,3,18
2015_6_1542_1001,3,18
2015_6_1543_1001,3,4
2015_6_1544_1001,2,15
2015_6_1545_1001,2,16
2015_6_1546_1001,2,7
2015_6_1547_1001,4,13
2015_6_1549_1001,4,17
2015_6_155_1001,2,16
2015_6_1551_1001,0,14
2015_6_1552_1001,2,16
2015_6_1553_1001,3,18
2015_6_1555_1001,2,16
2015_6_1556_1001,2,16
2015_6_1557_1001,1,19
2015_6_1559_1001,3,18
2015_6_156_1001,4,17
2015_6_1560_1001,3,18
2015_6_1561_1001,4,13
2015_6_1564_1001,3,18
2015_6_1565_1001,3,18
2015_6_1566_1001,4,17
2015_6_1568_1001,2,15
2015_6_1569_1001,0,14
2015_6_1570_1001,4,17
2015_6_1572_1001,2,16
2015_6_1573_1001,1,19
2015_6_1574_1001,4,17
2015_6_1576_1001,4,17
2015_6_1577_1001,3,18
2015_6_1578_1001,0,14
2015_6_1579_1001,2,15
2015_6_1580_1001,2,15
2015_6_1581_1001,1,19
2015_6_1582_1001,3,18
2015_6_1583_1001,2,15
2015_6_1584_1001,4,17
2015_6_1585_1001,1,19
2015_6_1586_1001,1,19
2015_6_1587_1001,3,18
2015_6_1588_1001,3,18
