ID,categories,sub_categories
2015_6_5373_1001,1,17
2015_6_5377_1001,4,14
2015_6_5378_1001,4,19
2015_6_5379_1001,5,13
2015_6_5382_1001,2,11
2015_6_5387_1001,2,14
2015_6_5390_1001,5,4
2015_6_5399_1001,4,4
2015_6_5400_1001,1,7
2015_6_5402_1001,4,8
2015_6_5404_1001,5,7
2015_6_5410_1001,5,8
2015_6_5413_1001,2,20
2015_6_5421_1001,1,6
2015_6_5429_1001,5,9
2015_6_5433_1001,4,17
2015_6_5440_1001,1,20
2015_6_5441_1001,2,9
2015_6_5443_1001,1,18
2015_6_5445_1001,2,19
2015_6_5454_1001,3,9
2015_6_5460_1001,1,19
2015_6_5461_1001,5,1
2015_6_5469_1001,4,20
2015_6_5470_1001,5,6
2015_6_5485_1001,2,4
2015_6_5489_1001,5,17
2015_6_5494_1001,5,8
2015_6_5496_1001,5,8
2015_6_5510_1001,1,10
2015_6_5514_1001,2,9
2015_6_5519_1001,1,4
2015_6_5521_1001,4,15
2015_6_5522_1001,5,15
2015_6_5527_1001,4,7
2015_6_5528_1001,2,15
2015_6_5530_1001,5,17
2015_6_5536_1001,5,8
2015_6_5538_1001,5,15
2015_6_5541_1001,2,15
2015_6_5543_1001,1,11
2015_6_5546_1001,5,15
2015_6_5550_1001,4,17
2015_6_5551_1001,2,1
2015_6_5553_1001,1,6
2015_6_5554_1001,1,10
2015_6_5566_1001,4,5
2015_6_5570_1001,2,13
2015_6_5572_1001,2,15
2015_6_5574_1001,3,14
2015_6_5575_1001,5,5
2015_6_5580_1001,5,6
2015_6_5583_1001,3,10
2015_6_5594_1001,2,20
2015_6_5603_1001,5,11
2015_6_5605_1001,2,7
2015_6_5607_1001,1,8
2015_6_5608_1001,1,5
2015_6_5615_1001,3,15
2015_6_5617_1001,2,17
2015_6_5625_1001,2,20
2015_6_5627_1001,2,17
2015_6_5631_1001,2,10
2015_6_5646_1001,1,7
2015_6_5650_1001,2,20
2015_6_5652_1001,1,1
2015_6_5657_1001,3,7
2015_6_5658_1001,2,20
2015_6_5660_1001,3,9
2015_6_5666_1001,2,4
2015_6_5667_1001,5,11
2015_6_5670_1001,2,13
2015_6_5672_1001,4,7
2015_6_5677_1001,1,17
2015_6_5681_1001,1,11
2015_6_5684_1001,3,11
2015_6_5690_1001,5,17
2015_6_5691_1001,5,1
2015_6_5697_1001,4,9
2015_6_5700_1001,2,20
2015_6_5703_1001,2,8
2015_6_5714_1001,5,18
2015_6_5722_1001,1,20
2015_6_5724_1001,3,9
2015_6_5740_1001,1,13
2015_6_5741_1001,4,11
2015_6_5742_1001,5,8
2015_6_5747_1001,4,15
2015_1_9120_1001,4,7
2015_1_9121_1001,2,9
2015_1_9122_1001,4,20
2015_1_9124_1001,3,20
2015_1_9132_1001,1,14
2015_1_9136_1001,5,8
2015_1_9139_1001,3,14
2015_1_9140_1001,3,15
2015_1_9145_1001,2,11
2015_1_9149_1001,1,13
2015_1_9150_1001,1,7
2015_1_9151_1001,5,6
2015_1_9156_1001,1,9
2015_1_9158_1001,2,20
2015_1_9163_1001,5,18
2015_1_9164_1001,3,7
2015_1_9168_1001,4,19
2015_1_9169_1001,5,7
2015_1_9179_1001,4,9
2015_1_9191_1001,3,19
2015_1_9194_1001,2,20
2015_1_9195_1001,4,14
2015_1_9204_1001,2,14
2015_1_9206_1001,4,7
2015_1_9211_1001,2,15
2015_1_9223_1001,5,19
2015_1_9224_1001,3,20
2015_1_9225_1001,3,16
2015_1_9232_1001,1,9
2015_1_9234_1001,1,15
2015_1_9245_1001,2,20
2015_1_9246_1001,2,1
2015_1_9249_1001,2,11
2015_1_9257_1001,5,1
2015_1_9263_1001,5,8
2015_1_9266_1001,4,11
2015_1_9268_1001,4,8
2015_1_9270_1001,4,18
2015_1_9275_1001,5,8
2015_1_9281_1001,2,17
2015_1_9282_1001,2,1
2015_1_9285_1001,4,20
2015_1_9286_1001,2,4
2015_1_9287_1001,4,15
2015_1_9288_1001,2,13
2015_1_9295_1001,2,7
2015_1_9296_1001,5,6
2015_1_9299_1001,5,4
2015_1_9304_1001,1,9
2015_1_9312_1001,1,7
2015_1_9317_1001,3,9
2015_1_9320_1001,5,9
2015_1_9330_1001,4,7
2015_1_9332_1001,3,7
2015_1_9341_1001,5,20
2015_1_9350_1001,1,20
2015_1_9351_1001,3,4
2015_1_9355_1001,5,5
2015_1_9358_1001,1,17
2015_1_9360_1001,4,15
2015_1_9361_1001,2,7
2015_1_9364_1001,2,10
2015_1_9365_1001,3,20
2015_1_9372_1001,2,11
2015_1_9373_1001,5,20
2015_1_9375_1001,5,2
2015_1_9381_1001,4,8
2015_1_9394_1001,2,1
2015_1_9395_1001,3,20
2015_1_9399_1001,4,7
2015_1_9401_1001,5,14
2015_1_9402_1001,3,14
2015_1_9404_1001,3,14
2015_1_9405_1001,4,18
2015_1_9407_1001,1,13
2015_1_9410_1001,3,20
2015_1_9414_1001,2,6
2015_1_9416_1001,3,14
2015_1_9418_1001,2,9
2015_1_9420_1001,5,1
2015_1_9423_1001,1,18
2015_1_9425_1001,5,7
2015_1_9428_1001,2,20
2015_1_9430_1001,3,20
2015_1_9433_1001,1,14
2015_1_9449_1001,5,14
2015_1_9453_1001,2,17
2015_1_9458_1001,3,11
2015_1_9470_1001,1,11
2015_1_9473_1001,5,6
2015_1_9477_1001,2,9
2015_1_9478_1001,1,19
2015_1_9487_1001,1,11
2015_1_9488_1001,3,7
2015_1_9491_1001,4,20
2015_1_9495_1001,1,19
2015_1_9496_1001,4,9
2015_1_9499_1001,1,20
2015_1_9503_1001,2,20
2015_1_9511_1001,5,17
2015_1_9515_1001,1,1
2015_1_9516_1001,1,4
2015_1_9518_1001,1,6
2015_1_9521_1001,4,13
2015_1_9522_1001,4,11
2015_1_9523_1001,2,9
2015_1_9524_1001,3,8
2015_1_9525_1001,1,8
2015_1_9530_1001,5,15
2015_1_9531_1001,4,5
2015_1_9533_1001,4,15
2015_1_9537_1001,1,7
2015_1_9539_1001,3,20
2015_1_9542_1001,3,7
2015_1_9545_1001,2,15
2015_1_9549_1001,2,6
2015_1_9550_1001,5,1
2015_1_9553_1001,5,18
2015_1_9558_1001,3,11
2015_1_9560_1001,2,13
2015_1_9564_1001,2,7
2015_1_9565_1001,4,10
2015_1_9568_1001,1,14
2015_1_9570_1001,2,14
2015_1_9572_1001,1,11
2015_1_9573_1001,5,6
2015_1_9577_1001,5,20
2015_1_9606_1001,1,9
2015_1_9610_1001,2,7
2015_1_9614_1001,4,18
2015_1_9615_1001,2,20
2015_1_9618_1001,2,4
2015_1_9622_1001,1,8
2015_1_9624_1001,2,19
2015_1_9630_1001,2,12
2015_1_9638_1001,4,19
2015_1_9640_1001,5,13
2015_1_9641_1001,5,15
2015_1_9644_1001,2,19
2015_1_9645_1001,1,7
2015_1_9649_1001,2,7
2015_1_9659_1001,1,9
2015_1_9668_1001,2,9
2015_1_9672_1001,2,20
2015_1_9676_1001,3,20
2015_1_9678_1001,4,7
2015_1_9689_1001,4,14
2015_1_9695_1001,4,15
2015_1_9696_1001,2,14
2015_1_9700_1001,4,17
2015_1_9706_1001,1,4
2015_1_9714_1001,5,14
2015_1_9721_1001,4,14
2015_1_9728_1001,2,7
2015_1_9729_1001,5,18
2015_1_9733_1001,2,18
2015_1_9735_1001,4,14
2015_1_9737_1001,2,20
2015_1_9740_1001,2,7
2015_1_9742_1001,5,4
2015_1_9747_1001,4,4
2015_1_9755_1001,4,1
2015_1_9757_1001,5,14
2015_1_9763_1001,4,7
2015_1_9766_1001,5,13
2015_1_9770_1001,1,17
2015_1_9777_1001,1,18
2015_1_9781_1001,2,15
2015_1_9785_1001,3,15
2015_1_9792_1001,1,11
2015_1_9793_1001,1,20
2015_1_9798_1001,1,14
2015_1_9801_1001,2,6
2015_1_9807_1001,1,20
2015_1_9810_1001,4,9
2015_1_9812_1001,4,19
2015_1_9814_1001,1,1
2015_1_9817_1001,3,11
2015_1_9822_1001,5,1
2015_1_9824_1001,2,7
2015_1_9828_1001,4,20
2015_1_9830_1001,2,17
2015_1_9837_1001,4,20
2015_1_9845_1001,5,1
2015_1_9848_1001,2,11
2015_1_9858_1001,4,20
2015_1_9860_1001,1,7
2015_1_9861_1001,2,15
2015_1_9868_1001,5,7
2015_1_9879_1001,2,18
2015_1_9887_1001,4,1
2015_1_9894_1001,2,15
2015_1_9895_1001,3,17
2015_1_9900_1001,3,17
2015_1_9906_1001,4,8
2015_1_9909_1001,3,8
2015_1_9912_1001,1,6
2015_1_9921_1001,5,8
2015_1_9929_1001,2,7
2015_1_9934_1001,2,16
2015_1_9935_1001,2,9
2015_1_9942_1001,4,9
2015_1_9945_1001,4,17
2015_1_9948_1001,3,14
2015_1_9949_1001,4,19
2015_1_9955_1001,5,11
2015_1_9958_1001,4,19
2015_1_9963_1001,4,9
2015_1_9966_1001,3,13
2015_1_9968_1001,2,7
2015_1_9971_1001,3,6
2015_1_9974_1001,1,7
2015_1_9977_1001,5,14
2015_1_9979_1001,5,20
2015_1_9981_1001,2,7
2015_1_9988_1001,5,11
2015_1_9997_1001,1,11
2015_1_10001_1001,1,18
2015_1_10003_1001,3,19
2015_1_10005_1001,4,14
2015_1_10006_1001,5,7
2015_1_10010_1001,2,18
2015_1_10012_1001,1,10
2015_1_10013_1001,1,4
2015_1_10017_1001,1,8
2015_1_10019_1001,3,17
2015_1_10021_1001,3,8
2015_1_10022_1001,4,5
2015_1_10023_1001,1,20
2015_1_10024_1001,2,8
2015_1_10026_1001,3,15
2015_1_10037_1001,5,11
2015_1_10042_1001,2,16
2015_1_10043_1001,4,1
2015_1_10044_1001,4,8
2015_1_10048_1001,2,1
2015_1_10059_1001,2,13
2015_1_10060_1001,2,1
2015_1_10064_1001,2,6
2015_1_10067_1001,2,9
2015_1_10068_1001,2,15
2015_1_10077_1001,2,19
2015_1_10079_1001,5,7
2015_1_10080_1001,5,8
2015_1_10081_1001,3,14
2015_1_10085_1001,4,14
2015_1_10088_1001,1,1
2015_1_10092_1001,3,7
2015_1_10094_1001,3,11
2015_1_10096_1001,2,15
2015_1_10098_1001,1,14
2015_1_10099_1001,3,7
2015_1_10102_1001,3,11
2015_1_10105_1001,5,8
2015_1_10109_1001,2,15
2015_1_10118_1001,5,7
2015_1_10122_1001,2,4
2015_1_10126_1001,4,14
2015_1_10134_1001,3,6
2015_1_10137_1001,1,17
2015_1_10142_1001,1,18
2015_1_10148_1001,4,4
2015_1_10150_1001,5,19
2015_1_10152_1001,5,18
2015_1_10160_1001,4,1
2015_1_10168_1001,3,9
2015_1_10170_1001,3,5
2015_1_10173_1001,4,18
2015_1_10180_1001,5,18
2015_1_10184_1001,4,10
2015_1_10187_1001,5,20
2015_1_10188_1001,4,18
2015_1_10191_1001,5,9
2015_1_10192_1001,2,11
2015_1_10194_1001,2,20
2015_1_10203_1001,2,7
2015_1_10210_1001,3,7
2015_1_10216_1001,2,7
2015_1_10222_1001,1,8
2015_1_10225_1001,5,11
2015_1_10226_1001,5,9
2015_1_10230_1001,2,11
2015_1_10231_1001,2,8
2015_1_10236_1001,2,6
2015_1_10238_1001,2,8
2015_1_10244_1001,2,20
2015_1_10252_1001,4,8
2015_1_10253_1001,3,20
2015_1_10258_1001,3,19
2015_1_10261_1001,5,17
2015_1_10264_1001,1,8
2015_1_10270_1001,2,1
2015_1_10273_1001,2,20
2015_1_10283_1001,4,15
2015_1_10285_1001,4,17
2015_1_10286_1001,2,13
2015_1_10287_1001,5,19
2015_1_10294_1001,4,17
2015_1_10296_1001,1,19
2015_1_10300_1001,4,17
2015_1_10301_1001,1,6
2015_1_10312_1001,4,6
2015_1_10314_1001,1,20
2015_1_10316_1001,2,15
2015_1_10324_1001,1,13
2015_1_10328_1001,2,17
2015_1_10330_1001,2,6
2015_1_10334_1001,3,17
2015_1_10335_1001,2,6
2015_1_10339_1001,4,20
2015_1_10349_1001,4,18
2015_1_10350_1001,3,9
2015_1_10353_1001,1,8
2015_1_10361_1001,3,14
2015_1_10368_1001,5,1
2015_1_10370_1001,3,7
2015_1_10373_1001,1,18
2015_1_10374_1001,4,8
2015_1_10378_1001,1,17
2015_1_10386_1001,2,7
2015_1_10389_1001,3,8
2015_1_10392_1001,2,9
2015_1_10394_1001,1,17
2015_1_10396_1001,4,1
2015_1_10407_1001,5,9
2015_1_10409_1001,1,8
2015_1_10417_1001,1,19
2015_1_10418_1001,5,14
2015_1_10419_1001,5,20
2015_1_10420_1001,1,14
2015_1_10423_1001,4,7
2015_1_10429_1001,2,19
2015_1_10433_1001,4,14
2015_1_10439_1001,4,20
2015_1_10440_1001,4,14
2015_1_10447_1001,3,8
2015_1_10448_1001,3,7
2015_1_10450_1001,4,1
2015_1_10451_1001,4,6
2015_1_10456_1001,3,1
2015_1_10457_1001,1,15
2015_1_10459_1001,2,20
2015_1_10467_1001,1,14
2015_1_10468_1001,4,14
2015_1_10469_1001,1,16
2015_1_10475_1001,1,1
2015_1_10481_1001,4,14
2015_1_10487_1001,1,5
2015_1_10489_1001,2,9
2015_1_10493_1001,2,15
2015_1_10498_1001,4,17
2015_1_10511_1001,4,7
2015_1_10516_1001,5,16
2015_1_10518_1001,4,8
2015_1_10526_1001,1,11
2015_1_10527_1001,3,16
2015_1_10537_1001,2,17
2015_1_10547_1001,2,6
2015_1_10550_1001,2,17
2015_1_10554_1001,2,7
2015_1_10558_1001,3,20
2015_1_10559_1001,1,4
2015_1_10561_1001,5,14
2015_1_10563_1001,1,17
2015_1_10564_1001,1,19
2015_1_10567_1001,2,19
2015_1_10569_1001,1,18
2015_1_10570_1001,2,14
2015_1_10575_1001,2,17
2015_1_10576_1001,1,20
2015_1_10580_1001,4,8
2015_1_10581_1001,1,5
2015_1_10583_1001,3,9
2015_1_10585_1001,4,6
2015_1_10588_1001,4,6
2015_1_10589_1001,5,8
2015_1_10595_1001,2,7
2015_1_10597_1001,4,1
2015_1_10603_1001,4,13
2015_1_10604_1001,1,8
2015_1_10608_1001,4,17
2015_1_10610_1001,2,17
2015_1_10611_1001,1,8
2015_1_10614_1001,1,9
2015_1_10616_1001,2,1
2015_1_10627_1001,4,15
2015_1_10630_1001,1,16
2015_1_10634_1001,4,1
2015_1_10638_1001,3,20
2015_1_10639_1001,1,20
2015_1_10642_1001,3,11
2015_1_10644_1001,4,11
2015_1_10653_1001,2,18
2015_1_10658_1001,1,17
2015_1_10662_1001,1,4
2015_1_10672_1001,2,17
2015_1_10676_1001,2,9
2015_1_10684_1001,3,17
2015_1_10686_1001,2,9
2015_1_10690_1001,1,6
2015_1_10694_1001,2,17
2015_1_10696_1001,2,9
2015_1_10700_1001,1,6
2015_1_10702_1001,4,1
2015_1_10707_1001,5,13
2015_1_10708_1001,3,1
2015_1_10713_1001,1,9
2015_1_10715_1001,4,1
2015_1_10721_1001,1,14
2015_1_10738_1001,2,9
2015_1_10740_1001,4,11
2015_1_10747_1001,2,8
2015_1_10750_1001,2,19
2015_1_10752_1001,1,8
2015_1_10757_1001,5,8
2015_1_10761_1001,3,8
2015_1_10766_1001,2,20
2015_1_10770_1001,1,15
2015_1_10775_1001,4,11
2015_1_10778_1001,4,15
2015_1_10779_1001,4,14
2015_1_10780_1001,1,13
2015_1_10782_1001,4,8
2015_1_10784_1001,1,17
2015_1_10786_1001,1,7
2015_1_10789_1001,3,14
2015_1_10790_1001,1,7
2015_1_10793_1001,4,7
2015_1_10795_1001,4,4
2015_1_10796_1001,1,8
2015_1_10811_1001,3,11
2015_1_10820_1001,1,1
2015_1_10823_1001,3,6
2015_1_10831_1001,5,7
2015_1_10832_1001,1,19
2015_1_10836_1001,4,8
2015_1_10837_1001,1,17
2015_1_10843_1001,1,8
2015_1_10845_1001,1,1
2015_1_10846_1001,1,7
2015_1_10861_1001,5,8
2015_1_10864_1001,4,19
2015_1_10865_1001,1,14
2015_1_10868_1001,2,19
2015_1_10869_1001,2,6
2015_1_10871_1001,2,9
2015_1_10874_1001,1,1
2015_1_10876_1001,1,11
2015_1_10897_1001,1,8
2015_1_10902_1001,4,15
2015_1_10906_1001,1,7
2015_1_10911_1001,1,17
2015_1_10914_1001,1,8
2015_1_10917_1001,3,11
2015_1_10919_1001,2,7
2015_1_10922_1001,3,7
2015_1_10938_1001,2,5
2015_1_10940_1001,1,20
2015_1_10945_1001,3,20
2015_1_10947_1001,3,17
2015_1_10949_1001,2,18
2015_1_10953_1001,3,8
2015_1_10956_1001,3,8
2015_1_10959_1001,3,6
2015_1_10966_1001,4,11
2015_1_10971_1001,1,17
2015_1_10972_1001,5,16
2015_1_10986_1001,4,14
2015_1_10990_1001,3,9
2015_1_10994_1001,1,16
2015_1_10998_1001,4,4
2015_1_10999_1001,1,4
2015_1_11004_1001,5,14
2015_1_11006_1001,5,9
2015_1_11015_1001,1,11
2015_1_11023_1001,1,17
2015_1_11025_1001,5,11
2015_1_11033_1001,2,2
2015_1_11039_1001,5,17
2015_1_11041_1001,4,17
2015_1_11051_1001,2,1
2015_1_11052_1001,4,8
2015_1_11054_1001,1,8
2015_1_11055_1001,5,17
2015_1_11056_1001,2,16
2015_1_11058_1001,1,20
2015_1_11070_1001,1,10
2015_1_11075_1001,1,14
2015_1_11076_1001,3,9
2015_1_11077_1001,1,19
2015_1_11078_1001,1,17
2015_1_11080_1001,2,14
2015_1_11082_1001,1,9
2015_1_11085_1001,1,15
2015_1_11091_1001,1,19
2015_1_11094_1001,1,8
2015_1_11095_1001,4,11
2015_1_11097_1001,3,17
2015_1_11099_1001,1,8
2015_1_11102_1001,3,13
2015_1_11103_1001,5,16
2015_1_11106_1001,1,14
2015_1_11108_1001,3,11
2015_1_11123_1001,2,17
2015_1_11125_1001,3,19
2015_1_11134_1001,1,8
2015_1_11135_1001,1,8
2015_1_11143_1001,1,7
2015_1_11145_1001,2,17
2015_1_11151_1001,1,8
2015_1_11152_1001,2,9
2015_1_11154_1001,2,8
2015_1_11155_1001,5,9
2015_1_11159_1001,1,17
2015_1_11165_1001,3,14
2015_1_11166_1001,1,16
2015_1_11167_1001,1,17
2015_1_11173_1001,1,17
2015_1_11177_1001,1,14
2015_1_11178_1001,1,19
2015_1_11182_1001,1,17
2015_1_11185_1001,1,9
2015_1_11187_1001,3,1
2015_1_11189_1001,1,16
2015_1_11192_1001,2,11
2015_1_11197_1001,1,7
2015_1_11199_1001,2,7
2015_1_11202_1001,5,8
2015_1_11206_1001,4,1
2015_1_11210_1001,1,11
2015_1_11214_1001,3,14
2015_1_11219_1001,1,18
2015_1_11224_1001,1,17
2015_1_11226_1001,1,11
2015_1_11235_1001,4,9
2015_1_11238_1001,5,6
2015_1_11239_1001,1,17
2015_1_11252_1001,4,17
2015_1_11254_1001,1,5
2015_1_11258_1001,4,8
2015_1_11265_1001,1,8
2015_1_11268_1001,2,17
2015_1_11269_1001,1,8
2015_1_11270_1001,4,9
2015_1_11271_1001,1,1
2015_1_11282_1001,5,16
2015_1_11284_1001,1,1
2015_1_11286_1001,1,9
2015_1_11287_1001,1,17
2015_1_11289_1001,1,8
2015_1_11293_1001,3,8
2015_1_11294_1001,4,17
2015_1_11302_1001,1,8
2015_1_11303_1001,3,15
2015_1_11309_1001,1,18
2015_1_11311_1001,1,4
2015_1_11318_1001,4,8
2015_1_11321_1001,1,9
2015_1_11322_1001,1,8
2015_1_11323_1001,1,14
2015_1_11326_1001,2,19
2015_1_11336_1001,1,9
2015_1_11338_1001,1,8
2015_1_11342_1001,1,8
2015_1_11348_1001,3,17
2015_1_11350_1001,1,8
2015_1_11353_1001,4,9
2015_1_11357_1001,1,8
2015_1_11359_1001,1,17
2015_1_11375_1001,2,14
2015_1_11384_1001,1,14
2015_1_11386_1001,1,8
2015_1_11387_1001,1,1
2015_1_11391_1001,1,8
2015_1_11393_1001,1,16
2015_1_11395_1001,1,17
2015_1_11397_1001,1,8
2015_1_11400_1001,1,8
2015_1_11402_1001,1,8
2015_1_11404_1001,2,14
2015_1_11406_1001,2,8
2015_1_11407_1001,5,8
2015_1_11411_1001,4,8
2015_1_11413_1001,1,14
2015_1_11417_1001,1,4
2015_1_11418_1001,4,8
2015_1_11419_1001,1,17
2015_1_11424_1001,4,9
2015_1_11425_1001,4,17
2015_1_11428_1001,4,9
2015_1_11429_1001,4,8
2015_1_11431_1001,2,17
2015_1_11432_1001,5,17
2015_1_11435_1001,4,8
2015_1_11440_1001,2,8
2015_1_11441_1001,1,8
2015_1_11442_1001,1,14
2015_1_11444_1001,1,9
2015_1_11447_1001,4,14
2015_1_11452_1001,1,1
2015_1_11457_1001,1,9
2015_1_11458_1001,1,1
2015_1_11459_1001,1,11
2015_1_11460_1001,3,18
2015_1_11462_1001,1,20
2015_1_11464_1001,1,15
2015_1_11467_1001,3,14
2015_1_11469_1001,2,17
2015_1_11471_1001,1,5
2015_1_11473_1001,1,7
2015_1_11479_1001,1,14
2015_1_11480_1001,1,1
2015_1_11481_1001,3,10
2015_1_11488_1001,2,20
2015_1_11492_1001,1,15
2015_1_11500_1001,5,1
2015_1_11505_1001,1,9
2015_1_11506_1001,1,20
2015_1_11509_1001,1,1
2015_1_11510_1001,4,15
2015_1_11514_1001,1,14
2015_1_11515_1001,1,15
2015_1_11516_1001,1,15
2015_1_11520_1001,3,15
2015_1_11522_1001,3,7
2015_1_11525_1001,1,15
2015_1_11530_1001,1,10
2015_1_11535_1001,1,15
2015_1_11539_1001,1,5
2015_1_11545_1001,1,15
2015_1_11547_1001,2,20
2015_1_11550_1001,1,15
2015_1_11551_1001,4,6
2015_1_11556_1001,1,19
2015_1_11559_1001,1,20
2015_1_11565_1001,1,9
2015_1_11570_1001,1,9
2015_1_11573_1001,1,15
2015_1_11581_1001,1,14
2015_1_11582_1001,3,8
2015_1_11583_1001,1,15
2015_1_11584_1001,1,15
2015_1_11595_1001,3,5
2015_1_11598_1001,2,15
2015_1_11600_1001,1,15
2015_2_7_1001,5,15
2015_2_11_1001,1,11
2015_2_16_1001,4,4
2015_2_20_1001,5,7
2015_2_22_1001,2,18
2015_2_27_1001,2,15
2015_2_32_1001,2,8
2015_2_37_1001,2,14
2015_2_39_1001,5,8
2015_2_43_1001,5,19
2015_2_46_1001,2,7
2015_2_49_1001,5,20
2015_2_57_1001,1,7
2015_2_58_1001,4,7
2015_2_59_1001,4,7
2015_2_60_1001,4,11
2015_2_61_1001,1,16
2015_2_65_1001,2,7
2015_2_69_1001,2,9
2015_2_84_1001,2,5
2015_2_87_1001,5,11
2015_2_90_1001,5,15
2015_2_96_1001,5,9
2015_2_99_1001,5,14
2015_2_100_1001,5,14
2015_2_109_1001,1,11
2015_2_116_1001,2,10
2015_2_120_1001,2,9
2015_2_123_1001,4,9
2015_2_125_1001,2,8
2015_6_5751_1001,3,5
2015_6_5758_1001,5,9
2015_6_5760_1001,2,9
2015_6_5762_1001,5,16
2015_6_5770_1001,2,20
2015_6_5774_1001,5,7
2015_6_5790_1001,2,10
2015_6_5791_1001,5,8
2015_6_5793_1001,4,15
2015_6_5794_1001,2,14
2015_6_5799_1001,2,15
2015_6_5810_1001,2,9
2015_6_5813_1001,2,14
2015_6_5819_1001,2,14
2015_6_5820_1001,4,15
2015_6_5823_1001,1,20
2015_6_5834_1001,2,7
2015_6_5837_1001,2,1
2015_6_5839_1001,5,20
2015_6_5844_1001,2,14
2015_6_5847_1001,5,15
2015_6_5856_1001,5,8
2015_6_5871_1001,5,1
2015_6_5872_1001,5,14
2015_6_5878_1001,1,15
2015_6_5879_1001,4,17
2015_6_5884_1001,1,17
2015_6_5888_1001,2,14
2015_6_5889_1001,1,20
2015_6_5890_1001,1,8
2015_6_5893_1001,4,14
2015_6_5894_1001,2,8
2015_6_5899_1001,2,17
2015_6_5906_1001,5,11
2015_6_5910_1001,1,7
2015_6_5911_1001,4,4
2015_6_5912_1001,5,13
2015_6_5914_1001,3,7
2015_6_5916_1001,5,19
2015_6_5919_1001,2,20
2015_6_5921_1001,3,15
2015_6_5922_1001,1,13
2015_6_5924_1001,5,15
2015_6_5925_1001,4,14
2015_6_5926_1001,5,4
2015_6_5927_1001,5,13
2015_6_5936_1001,4,15
2015_6_5942_1001,2,14
2015_6_5954_1001,5,7
2015_6_5956_1001,2,7
2015_6_5961_1001,2,7
2015_6_5963_1001,2,15
2015_6_5967_1001,3,15
2015_6_5972_1001,5,7
2015_6_5974_1001,5,11
2015_6_5984_1001,2,14
2015_6_5986_1001,5,1
2015_6_5991_1001,1,8
2015_6_5992_1001,1,5
2015_6_5998_1001,1,16
2015_6_6004_1001,5,20
2015_6_6006_1001,5,14
2015_6_6008_1001,4,15
2015_6_6012_1001,2,15
2015_6_6022_1001,1,14
2015_6_6028_1001,2,20
2015_6_6036_1001,4,17
2015_6_6037_1001,4,5
2015_6_6039_1001,2,5
2015_6_6043_1001,4,15
2015_6_6049_1001,4,11
2015_6_6055_1001,2,8
2015_6_6061_1001,1,7
2015_6_6066_1001,3,7
2015_6_6070_1001,2,13
2015_6_6075_1001,3,9
2015_6_6076_1001,2,15
2015_6_6079_1001,2,15
2015_6_6084_1001,3,17
2015_6_6085_1001,2,17
2015_6_6087_1001,5,9
2015_6_6089_1001,2,11
2015_6_6093_1001,2,13
2015_6_6096_1001,5,15
2015_6_6110_1001,3,16
2015_6_6112_1001,1,15
2015_6_6113_1001,1,9
2015_6_6115_1001,2,5
2015_6_6121_1001,3,9
2015_6_6124_1001,5,11
2015_6_6133_1001,5,8
2015_6_6147_1001,4,15
2015_6_6148_1001,4,15
2015_6_6150_1001,2,15
2015_6_6155_1001,1,4
2015_6_6156_1001,4,10
2015_6_6157_1001,5,15
2015_6_6163_1001,2,7
2015_6_6164_1001,3,15
2015_6_6171_1001,5,7
2015_6_6173_1001,3,16
2015_6_6174_1001,1,7
2015_6_6175_1001,2,7
2015_6_6178_1001,2,4
2015_6_6186_1001,4,20
2015_6_6188_1001,2,17
2015_6_6192_1001,3,17
2015_6_6196_1001,2,17
2015_6_6199_1001,2,4
2015_6_6201_1001,4,4
2015_6_6203_1001,1,8
2015_6_6208_1001,4,7
2015_6_6213_1001,2,15
2015_6_6214_1001,1,2
2015_6_6222_1001,5,15
2015_6_6225_1001,3,10
2015_6_6231_1001,2,20
2015_6_6239_1001,1,9
2015_6_6240_1001,3,15
2015_6_6243_1001,2,2
2015_6_6245_1001,4,15
2015_6_6249_1001,2,11
2015_6_6251_1001,1,7
2015_6_6253_1001,1,5
2015_6_6257_1001,4,8
2015_6_6260_1001,4,19
2015_6_6264_1001,5,7
2015_6_6266_1001,2,9
2015_6_6275_1001,5,14
2015_6_6276_1001,5,7
2015_6_6278_1001,3,15
2015_6_6288_1001,5,20
2015_6_6291_1001,5,15
2015_6_6295_1001,5,17
2015_6_6299_1001,2,20
2015_6_6301_1001,1,7
2015_6_6305_1001,5,13
2015_6_6307_1001,2,8
2015_6_6309_1001,4,14
2015_6_6311_1001,2,8
2015_6_6313_1001,2,4
2015_6_6319_1001,5,20
2015_6_6320_1001,2,20
2015_6_6325_1001,1,13
2015_6_6326_1001,5,15
2015_6_6328_1001,2,13
2015_6_6334_1001,3,10
2015_6_6335_1001,2,15
2015_6_6336_1001,4,17
2015_6_6345_1001,4,10
2015_6_6350_1001,2,8
2015_6_6352_1001,1,15
2015_6_6353_1001,2,17
2015_6_6354_1001,1,18
2015_6_6370_1001,5,17
2015_6_6372_1001,4,11
2015_6_6373_1001,1,17
2015_6_6378_1001,2,4
2015_6_6385_1001,5,4
2015_6_6386_1001,4,4
2015_6_6387_1001,2,15
2015_6_6389_1001,1,15
2015_6_6390_1001,3,1
2015_6_6391_1001,5,18
2015_6_6397_1001,5,15
2015_2_141_1001,3,14
2015_2_144_1001,2,15
2015_2_151_1001,3,15
2015_2_158_1001,5,9
2015_2_159_1001,4,18
2015_2_167_1001,5,15
2015_2_170_1001,1,15
